id,date_account_created,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
a19oh3v78b,18-07-2013,24-07-2013,,31,basic,0,en,direct,direct,linked,Web,"Mac Desktop",Safari,US
niul5zm61v,06-01-2011,28-01-2011,,28,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Firefox,other
3mh00xpis5,26-04-2014,21-01-2015,FEMALE,36,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,US
dbgbfisexf,12-11-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",IE,NDF
63npoctmyo,23-09-2013,,FEMALE,NULL,basic,24,en,direct,direct,linked,Moweb,iPhone,"Mobile Safari",NDF
n0uta4z867,06-07-2013,20-05-2014,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,US
ir6vagixka,27-02-2014,27-02-2014,FEMALE,25,basic,0,en,sem-brand,google,untracked,Web,iPhone,,other
mjo6eg3es0,08-11-2013,,MALE,32,facebook,0,en,direct,direct,linked,Web,"Windows Desktop",Chrome,NDF
fk3nt1t8bk,11-10-2013,,MALE,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
as8tkjsbsq,25-02-2014,,FEMALE,60,facebook,0,en,content,google,omg,Web,"Mac Desktop",Chrome,NDF
il867tmbbg,23-09-2013,22-06-2014,FEMALE,30,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,FR
h6baqjjbld,13-03-2014,,,NULL,basic,0,en,sem-non-brand,google,omg,Web,iPad,"Mobile Safari",NDF
1yaru2zy7p,01-04-2013,02-04-2013,FEMALE,35,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,GB
g71e112rnz,10-12-2013,11-12-2013,FEMALE,28,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,US
wu6r2ta9v3,30-04-2014,30-04-2014,FEMALE,29,facebook,25,en,direct,direct,untracked,iOS,iPhone,,US
dvp2je5fsy,22-07-2013,09-08-2013,MALE,30,facebook,12,en,api,other,untracked,Moweb,iPhone,"Mobile Safari",US
8c47wvvrgh,23-10-2012,,,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
nt4bep1fyd,22-08-2013,17-01-2014,FEMALE,39,facebook,0,en,direct,direct,untracked,Web,"Android Phone","Chrome Mobile",other
71dw7cmmre,06-09-2012,18-03-2013,FEMALE,NULL,basic,0,en,sem-non-brand,google,omg,Web,iPad,"Mobile Safari",US
xp71ss8u8w,10-02-2014,,,NULL,basic,0,en,seo,google,linked,Web,"Mac Desktop",Chrome,NDF
7uyykkc90z,30-07-2012,,MALE,35,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,NDF
pcannw9cnp,18-06-2013,,MALE,31,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,NDF
m8nqlqvo0v,03-06-2014,,,NULL,basic,0,en,sem-brand,google,omg,Web,"Windows Desktop",IE,NDF
9mf0l61ict,21-11-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,NDF
du0eb3aozl,07-06-2014,11-08-2014,,19,basic,0,en,direct,direct,untracked,Web,iPad,"Mobile Safari",other
1cng0i8rsz,24-04-2014,16-05-2014,FEMALE,24,facebook,0,en,sem-brand,google,omg,Web,"Mac Desktop",Chrome,FR
5u7h6nyddw,04-04-2013,,FEMALE,71,basic,0,en,direct,direct,untracked,Web,"Android Phone","Android Browser",NDF
9sbuqx3zxo,09-04-2014,12-04-2014,MALE,48,basic,0,en,sem-non-brand,google,tracked-other,Web,"Mac Desktop",Safari,US
5f3nc0eu58,27-01-2014,,,46,basic,0,en,sem-non-brand,google,omg,Web,"Windows Desktop",Chrome,NDF
w3uvw0elg9,19-03-2013,,,NULL,basic,0,en,direct,direct,linked,Web,iPad,"Mobile Safari",NDF
a83vucw4or,09-04-2014,,FEMALE,18,basic,0,en,sem-brand,google,omg,Web,"Mac Desktop",Firefox,NDF
ibtc2g4938,01-07-2012,01-07-2012,MALE,42,basic,3,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,US
ldioduvs6h,09-02-2014,11-02-2014,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,US
nzshvyu20p,28-05-2013,,MALE,37,basic,0,en,direct,direct,linked,Web,"Windows Desktop",Firefox,NDF
gvcy1azuoo,27-05-2013,29-05-2013,FEMALE,37,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,US
19i7wy7twr,22-12-2013,,,NULL,basic,25,en,direct,direct,,iOS,Other/Unknown,,NDF
i51elnocwc,13-02-2013,14-02-2013,FEMALE,27,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,US
0ajdbp5orf,08-04-2014,12-04-2014,FEMALE,50,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",IE,FR
a8nghmon4i,21-08-2012,,MALE,32,facebook,0,en,sem-non-brand,google,omg,Web,"Mac Desktop",Safari,NDF
sqsw5qmfmd,24-01-2013,03-07-2013,,38,basic,0,en,sem-brand,google,untracked,Web,iPad,"Mobile Safari",IT
z7h4z6ws32,31-05-2014,,,NULL,google,12,en,direct,direct,untracked,Android,"Android Phone",,NDF
1iqkmdb6hi,25-05-2012,01-12-2012,FEMALE,33,facebook,0,en,other,craigslist,tracked-other,Web,"Mac Desktop",Safari,US
dku55e7vnk,13-04-2014,15-04-2014,,40,basic,0,en,seo,google,linked,Web,iPad,"Mobile Safari",US
2ibgjvjjtx,05-04-2012,31-12-2012,FEMALE,33,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,US
i7c7r09kh7,02-07-2013,,,NULL,basic,0,en,sem-brand,google,omg,Web,"Mac Desktop",Chrome,NDF
32v0exrryn,02-06-2014,,,NULL,basic,25,en,direct,direct,untracked,iOS,iPhone,,NDF
wz6dvmo04k,26-10-2011,30-10-2011,FEMALE,36,basic,2,en,direct,direct,untracked,Web,"Mac Desktop",Safari,US
q1j0o4uawi,14-08-2013,17-08-2013,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,FR
kctvku5b8e,08-02-2014,08-02-2014,,NULL,basic,0,en,sem-brand,google,omg,Web,"Windows Desktop",IE,US
48tqd9ytn4,28-04-2014,,MALE,52,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
h3o5l1qzmg,19-05-2014,02-07-2014,,25,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",IE,US
btkt0p5jnv,23-07-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",IE,NDF
pcya95glmf,16-05-2013,,,NULL,basic,24,en,direct,direct,,Moweb,Other/Unknown,,NDF
uaumyukr2p,12-10-2012,,FEMALE,24,facebook,0,en,direct,direct,product,Web,"Windows Desktop",Chrome,NDF
lhbd14gnc8,28-07-2011,28-07-2011,MALE,NULL,facebook,0,en,direct,direct,linked,Web,"Mac Desktop",Chrome,US
4n9hk9c4ai,21-06-2013,,,38,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,NDF
cndpfkku19,20-06-2014,,,NULL,basic,25,en,direct,direct,untracked,iOS,iPhone,,NDF
8dj4jih4uc,26-04-2013,,FEMALE,39,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
23acoj45g2,24-02-2011,15-10-2011,MALE,55,facebook,2,en,other,craigslist,linked,Web,"Mac Desktop",Chrome,FR
2no22t6t5j,10-01-2014,,MALE,30,facebook,0,de,direct,direct,omg,Web,"Windows Desktop",Chrome,NDF
vifouh9wsq,18-05-2014,,MALE,54,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,NDF
0kruqld6v3,23-12-2013,,,NULL,basic,25,en,direct,direct,,iOS,Other/Unknown,,NDF
4f4yjviipp,17-09-2013,,,NULL,basic,0,en,direct,direct,omg,Web,"Windows Desktop",Firefox,NDF
u3e0gtitf5,07-05-2011,,,NULL,basic,2,en,direct,direct,,Web,Other/Unknown,,NDF
qhd7nrm7z3,25-02-2014,,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,NDF
uefo2qylx5,18-07-2012,,FEMALE,26,basic,0,en,direct,direct,linked,Web,"Mac Desktop",Chrome,NDF
gdw6m2nonb,01-03-2013,,MALE,34,basic,0,en,sem-brand,google,omg,Web,"Android Tablet",IE,NDF
848szqd6bl,17-03-2014,,,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Firefox,NDF
2qyahe6duz,08-04-2014,08-04-2014,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,IT
xeqzke218x,25-07-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
av21g1w5gn,13-05-2014,,,NULL,google,12,en,direct,direct,untracked,Android,"Android Phone",,NDF
w8edry69t8,14-09-2013,26-10-2013,,30,facebook,0,en,direct,direct,untracked,Web,"Windows Desktop",IE,other
1wwr1zp6rg,12-01-2013,,FEMALE,32,facebook,0,en,direct,direct,untracked,Web,"Windows Desktop",IE,NDF
eufsth2kzi,22-09-2013,22-09-2013,MALE,24,facebook,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,US
9m6vd6gp6j,29-06-2012,,FEMALE,NULL,basic,3,en,direct,direct,linked,Web,iPhone,"Mobile Safari",NDF
68if218hry,29-09-2011,,,NULL,basic,2,en,direct,direct,linked,Web,"Mac Desktop",Safari,NDF
c5g7uk7e5g,30-07-2013,,MALE,23,basic,0,en,seo,google,linked,Web,"Windows Desktop",Chrome,NDF
yr8vvkf2nk,31-08-2013,,,31,basic,24,en,direct,direct,omg,Moweb,iPad,"Mobile Safari",NDF
fpyrla8zdm,25-05-2013,28-05-2013,FEMALE,28,basic,25,en,direct,direct,untracked,iOS,iPhone,,IT
tqn6y7ri1c,02-12-2013,,FEMALE,50,basic,0,en,sem-brand,google,linked,Web,"Windows Desktop",Chrome,NDF
cmw6llfpns,25-04-2013,22-04-2014,,29,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,other
1v1ono5a85,01-12-2013,08-03-2014,,24,basic,0,en,seo,facebook,untracked,Web,"Mac Desktop",Chrome,other
qqxj5m6pr3,09-11-2011,,FEMALE,46,facebook,2,en,sem-non-brand,google,linked,Web,"Mac Desktop",Safari,NDF
nuszxk5obs,14-12-2013,,MALE,32,basic,25,en,direct,direct,untracked,iOS,iPhone,"Mobile Safari",NDF
cj5k9lwgr8,06-05-2014,08-05-2014,,30,basic,0,en,sem-brand,google,omg,Web,"Windows Desktop",Chrome,US
onwq40641b,11-03-2014,,,28,basic,12,en,api,other,untracked,Android,Other/Unknown,,NDF
s6qbmg9u9e,20-05-2013,,MALE,31,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
r7qqx0zf3t,18-05-2013,,MALE,32,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
k8t8rpgzfe,18-08-2013,,MALE,21,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,NDF
1hgbjt425d,18-10-2010,18-10-2010,,NULL,basic,2,en,other,craigslist,untracked,Web,"Windows Desktop",IE,US
a1d8s4l6z9,30-11-2013,,,NULL,basic,0,en,sem-brand,google,omg,Web,"Windows Desktop",Chrome,NDF
ve428rwjc5,22-11-2013,21-02-2014,MALE,27,facebook,0,en,other,padmapper,tracked-other,Web,"Mac Desktop",Chrome,other
76c5eqhbgo,05-02-2014,,,26,basic,0,en,other,padmapper,tracked-other,Web,"Windows Desktop",Chrome,NDF
kfbdj7iqm9,03-10-2013,03-10-2013,,NULL,basic,0,en,seo,bing,linked,Web,"Windows Desktop",IE,US
4vbd4zhye2,28-12-2012,,FEMALE,32,facebook,0,en,sem-non-brand,vast,omg,Web,"Windows Desktop",IE,NDF
k692myumu5,18-09-2010,,,NULL,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,,NDF
6udooo603s,02-04-2014,,,NULL,basic,25,en,direct,direct,,iOS,Other/Unknown,,NDF
511jio55j1,22-03-2014,14-08-2014,,62,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,US
6tscz4la7n,23-03-2014,,,NULL,basic,0,en,direct,direct,untracked,Web,iPhone,"Mobile Safari",NDF
fh73c2ox77,24-08-2010,,,26,facebook,2,en,other,craigslist,,Web,Other/Unknown,,NDF
ea79ub1xqm,27-06-2014,,FEMALE,32,facebook,25,en,direct,direct,untracked,iOS,iPhone,"Chrome Mobile",NDF
4hogd95dwm,14-03-2013,15-03-2013,MALE,63,basic,0,en,direct,direct,linked,Web,"Mac Desktop",Firefox,US
e0zrc5jmyc,12-01-2013,,MALE,29,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,NDF
g0qmus7ns7,18-07-2013,,,NULL,basic,24,en,direct,direct,tracked-other,Moweb,"Mac Desktop",Chrome,NDF
k64qr5c4d4,13-03-2012,20-03-2012,,33,basic,0,en,other,other,untracked,Web,"Mac Desktop",Safari,US
g3vzpkgq1u,07-07-2012,,,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Firefox,NDF
ki6m46fc9x,06-06-2013,,,NULL,basic,0,en,sem-non-brand,google,omg,Web,"Mac Desktop",Safari,NDF
de9wkdw1aw,22-03-2013,24-03-2013,MALE,64,basic,0,en,sem-non-brand,google,omg,Web,"Mac Desktop",Firefox,FR
az6x1kjaht,11-04-2014,03-10-2014,FEMALE,35,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Firefox,US
qznp1biz5t,21-09-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,iPad,"Mobile Safari",NDF
q0msrxjti4,10-06-2014,,,NULL,basic,24,en,direct,direct,untracked,iOS,iPhone,,NDF
ldi2k34b5u,21-04-2011,,,NULL,basic,2,en,seo,google,untracked,Web,iPhone,"Mobile Safari",NDF
qo1cu4b6v2,08-09-2012,,MALE,20,facebook,0,en,seo,facebook,linked,Web,"Windows Desktop",IE,NDF
2y2ctq8m04,10-05-2014,,FEMALE,105,facebook,0,en,sem-brand,google,omg,Web,"Mac Desktop",Safari,NDF
8dhpc6h0gy,24-12-2013,27-03-2014,FEMALE,26,basic,0,en,seo,google,linked,Web,"Mac Desktop",Chrome,US
0ll6bfts72,21-04-2014,,MALE,28,facebook,12,en,direct,direct,untracked,iOS,iPhone,,NDF
ehi8oyqrsb,21-06-2014,,FEMALE,35,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,NDF
j62qjw38x0,17-10-2013,,,NULL,basic,0,en,direct,direct,linked,Web,"Mac Desktop",Safari,NDF
miq5t4uki8,25-06-2014,25-06-2014,,NULL,basic,0,en,sem-non-brand,google,omg,Web,"Desktop (Other)",Chrome,US
y00supv400,19-03-2012,04-05-2012,MALE,47,basic,0,en,other,craigslist,untracked,Web,"Mac Desktop",Safari,CA
91wz1z3ty9,04-10-2012,,FEMALE,31,facebook,0,en,other,craigslist,tracked-other,Web,"Windows Desktop",Chrome,NDF
o4p7sgas78,18-01-2013,,FEMALE,26,facebook,12,en,api,other,untracked,iOS,iPhone,,NDF
d6zkcwh5yj,19-10-2013,,FEMALE,50,facebook,0,en,seo,facebook,untracked,Web,"Windows Desktop",Chrome,NDF
oqyto9q5i8,06-06-2014,,,NULL,basic,25,en,direct,direct,untracked,iOS,iPhone,,NDF
t95awm2lyf,28-08-2013,,FEMALE,25,facebook,0,en,sem-brand,google,linked,Web,"Mac Desktop",Safari,NDF
ew7b4ypkpj,08-04-2014,,MALE,39,facebook,0,en,sem-brand,google,untracked,Web,iPhone,,NDF
pm16b73bft,04-11-2013,,,NULL,basic,0,en,direct,direct,tracked-other,Web,"Windows Desktop",Firefox,NDF
m0lhcrcc13,15-05-2014,19-05-2014,FEMALE,NULL,basic,0,en,seo,google,untracked,Web,"Mac Desktop",Chrome,FR
iwhtj32sga,23-12-2013,26-12-2013,FEMALE,28,basic,0,en,direct,direct,linked,Web,"Windows Desktop",Chrome,US
eg31goh0me,14-04-2014,03-07-2014,FEMALE,55,basic,0,en,direct,direct,untracked,Web,iPad,"Mobile Safari",other
uxsgm9ct7d,17-06-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
k8j1syxbtz,03-02-2011,06-02-2011,,NULL,basic,2,en,direct,direct,untracked,Web,"Mac Desktop",Safari,other
j1f2evns43,08-11-2011,23-09-2012,FEMALE,51,basic,2,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,US
55q1imx3cc,24-06-2014,,MALE,33,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
7bi9rfiwmm,26-04-2011,,,NULL,basic,3,en,sem-non-brand,google,linked,Web,"Mac Desktop",Safari,NDF
ik5al463or,29-01-2014,,MALE,46,basic,0,en,direct,direct,linked,Web,"Windows Desktop",IE,NDF
21tv9wbksp,11-03-2014,,,NULL,basic,0,en,sem-brand,google,linked,Web,"Windows Desktop",Firefox,NDF
25qkuceziz,06-09-2013,06-09-2013,MALE,29,facebook,12,en,api,other,untracked,iOS,iPhone,,US
kpk26944qu,05-05-2012,05-05-2012,,NULL,basic,3,en,direct,direct,untracked,Web,"Windows Desktop",Firefox,US
kvyuq0pneo,23-12-2012,,,55,basic,0,en,sem-brand,google,omg,Web,"Mac Desktop",Chrome,NDF
ir4hv5vbsv,24-05-2014,,,NULL,google,12,en,direct,direct,untracked,Android,"Android Phone",,NDF
v14dbnjn11,07-09-2013,,,NULL,basic,12,en,api,other,untracked,Android,Other/Unknown,,NDF
967k7eizn7,06-10-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,NDF
5lc9kul4ma,03-06-2014,04-06-2014,MALE,54,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",IE,US
eh0h8s64ch,02-08-2012,,,NULL,basic,0,en,sem-non-brand,google,omg,Web,"Mac Desktop",Safari,NDF
zr7h6tzfvr,16-10-2011,16-10-2011,MALE,42,basic,3,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,GB
1iggsoj636,06-06-2013,07-06-2013,,27,basic,25,en,direct,direct,untracked,iOS,"Mac Desktop",Chrome,US
q62rjwkvnc,24-04-2013,,FEMALE,39,facebook,0,en,direct,direct,linked,Web,"Windows Desktop",Firefox,NDF
u1oxku3uxd,03-09-2012,,,NULL,basic,0,zh,direct,direct,untracked,Web,iPad,"Mobile Safari",NDF
br3594im4y,09-11-2013,,MALE,50,basic,0,en,seo,google,linked,Web,"Windows Desktop",Chrome,NDF
222imtbtx9,19-02-2013,15-06-2013,FEMALE,39,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,FR
u8vopkok0r,01-02-2012,,FEMALE,NULL,basic,0,en,other,other,untracked,Web,"Mac Desktop",Safari,NDF
kjciu00fgz,15-05-2014,11-06-2014,,50,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,US
tk9gu50kan,20-04-2014,,MALE,49,basic,0,en,seo,bing,linked,Web,"Mac Desktop",Safari,NDF
kxbk1lwqg4,05-12-2012,,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,NDF
yzy1petaq3,18-05-2010,18-05-2010,,NULL,basic,3,en,direct,direct,,Web,Other/Unknown,,US
bankcuuoyv,10-05-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,NDF
3xyp31u1nk,06-10-2013,,MALE,43,facebook,0,en,content,google,omg,Web,"Mac Desktop",Safari,NDF
qistp4c5w6,15-08-2013,,,NULL,basic,0,es,direct,direct,tracked-other,Web,"Mac Desktop",Safari,NDF
vv8673ru94,21-03-2014,,,NULL,basic,25,en,direct,direct,untracked,iOS,iPhone,,NDF
d7i526m2jy,04-02-2014,05-02-2014,MALE,NULL,basic,0,en,direct,direct,linked,Web,"Windows Desktop",Firefox,FR
wgy88aaf4x,28-01-2014,,FEMALE,42,facebook,0,en,content,google,omg,Web,"Windows Desktop",Chrome,NDF
7s3pr5l7y5,17-06-2014,,,NULL,basic,25,en,direct,direct,untracked,iOS,iPhone,,NDF
ocyrltzkoa,18-06-2014,,,NULL,basic,25,en,direct,direct,untracked,iOS,iPhone,,NDF
tdgfd4lcwc,01-05-2014,,,NULL,basic,0,en,direct,direct,untracked,Web,iPad,"Mobile Safari",NDF
r6ebbww73h,30-09-2012,,MALE,33,facebook,0,en,direct,direct,linked,Web,"Mac Desktop",Chrome,NDF
6jimy7w7cd,21-12-2013,21-12-2013,,32,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,US
jdvvz4ci49,20-07-2013,,FEMALE,35,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,NDF
v7csvui91c,26-06-2014,,,NULL,basic,25,en,direct,direct,untracked,iOS,iPhone,,NDF
kaqyhb90hw,07-06-2014,,,NULL,basic,0,en,direct,direct,linked,Web,"Mac Desktop",Safari,NDF
q6cep5yvro,28-04-2014,,,NULL,basic,0,en,sem-brand,google,omg,Web,"Windows Desktop",Chrome,NDF
bqt6xc7krv,05-06-2014,07-06-2014,MALE,40,basic,0,en,direct,direct,untracked,Web,iPhone,,US
77j10m4yoc,04-07-2013,,,NULL,basic,0,en,sem-brand,google,omg,Web,"Mac Desktop",Safari,NDF
mird2uelo4,24-03-2014,,MALE,36,facebook,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
9oljy2uc3h,02-05-2012,,FEMALE,29,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,NDF
wl2zkgkqt3,02-10-2013,22-03-2014,FEMALE,28,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,other
elbasbnzcm,24-06-2014,,MALE,25,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Chrome,NDF
o09jn6ty3p,14-04-2013,,FEMALE,25,facebook,0,en,direct,direct,linked,Web,"Mac Desktop",Safari,NDF
9tlhhy034g,08-11-2013,30-05-2014,MALE,37,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,other
26qhfd583e,29-03-2013,,MALE,33,facebook,0,en,direct,direct,linked,Web,"Mac Desktop",Chrome,NDF
v1880dj6ux,17-10-2012,,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,NDF
kqw1mo45c2,06-04-2014,07-01-2015,MALE,50,facebook,0,en,sem-non-brand,google,omg,Web,"Mac Desktop",Chrome,US
wh3mwpbngz,15-05-2013,,,59,basic,0,en,sem-non-brand,google,omg,Web,"Windows Desktop",Chrome,NDF
x1w0f9hrtd,25-04-2014,,FEMALE,69,basic,0,en,sem-non-brand,google,omg,Web,"Windows Desktop",Chrome,NDF
aszw6foazl,05-02-2014,05-02-2014,,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",IE,IT
u60k72qflv,06-03-2013,,,NULL,basic,0,en,sem-non-brand,google,omg,Web,"Windows Desktop",IE,NDF
s58mtq3ihq,13-06-2013,14-06-2013,FEMALE,29,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,GB
mhbdh3rjny,06-06-2014,08-06-2014,FEMALE,48,facebook,0,en,sem-brand,google,omg,Web,"Windows Desktop",IE,US
492yfx23yj,26-02-2014,10-11-2014,MALE,27,basic,0,en,direct,direct,product,Web,"Windows Desktop",Chrome,US
i4l07mpp0l,04-08-2013,04-08-2013,MALE,36,basic,0,en,seo,google,linked,Web,"Windows Desktop",Chrome,ES
6954x5yo2x,30-07-2013,,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,NDF
4e8hdzehv4,10-04-2012,,FEMALE,32,facebook,0,en,direct,direct,untracked,Web,"Mac Desktop",Firefox,NDF
qa86tkx74y,17-08-2013,,MALE,NULL,facebook,12,pt,api,other,untracked,Moweb,"Mac Desktop",Chrome,NDF
myi7pta3po,14-06-2014,17-06-2014,MALE,23,facebook,0,en,seo,google,linked,Web,"Windows Desktop",Chrome,US
79mjo1j02a,29-06-2012,,MALE,NULL,basic,0,en,direct,direct,untracked,Web,"Windows Desktop",Chrome,NDF
1jmpgngx8c,08-01-2014,09-01-2014,MALE,23,facebook,0,en,direct,direct,linked,Web,"Mac Desktop",Chrome,US
8g9hjctooi,23-09-2012,23-09-2012,,30,basic,0,en,direct,direct,untracked,Web,iPad,"Mobile Safari",IT
bqlewgvdkb,19-06-2012,,,NULL,basic,0,en,direct,direct,untracked,Web,"Mac Desktop",Safari,NDF
cwflf21e5j,29-04-2013,09-08-2013,,NULL,basic,0,en,direct,direct,linked,Web,"Windows Desktop",IE,FR
ae5res43re,26-01-2014,,,NULL,basic,0,en,sem-brand,google,omg,Web,"Mac Desktop",Safari,NDF
th1dtciria,30-01-2014,,,NULL,basic,0,en,other,padmapper,tracked-other,Web,"Mac Desktop",Firefox,NDF
